experiment_name,prompt_name,template_id,coding_model,universal_model,ablation_type,healthcheck_pass,success,exit_code,docker_healthy,duration_seconds,timestamp,template_failed,total_input_tokens,total_output_tokens,total_llm_calls,total_llm_time,source_dir
plant-care-tracker_trpc-agent_gpt-oss_gemini,plant-care-tracker,trpc-agent,gpt-oss,gemini,openmodels,true,true,0,true,339.528284,2025-08-20T13:25:43.856400,false,568180,29359,99,216.64987778663635,dataset/openmodels
wellness-score-tracker_trpc-agent_gpt-oss-3_gemini,wellness-score-tracker,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,570.024807,2025-08-22T20:20:18.606922,false,934044,41057,136,455.5838973522186,dataset/openmodels
daily-pattern-visualizer_trpc-agent_qwen3-480b-35a-2_gemini,daily-pattern-visualizer,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,false,0,true,703.211087,2025-08-22T20:28:39.677307,true,1743815,39023,138,1024.0731084346771,dataset/openmodels
daily-pattern-visualizer_trpc-agent_gpt-oss_gemini,daily-pattern-visualizer,trpc-agent,gpt-oss,gemini,openmodels,true,true,0,true,379.184204,2025-08-20T13:41:11.263667,false,652984,29052,94,254.88977694511414,dataset/openmodels
roommate-chore-wheel_trpc-agent_qwen3-480b-35a_gemini,roommate-chore-wheel,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,537.293411,2025-08-20T13:29:01.629196,false,1099860,40275,157,755.5784976482391,dataset/openmodels
pantry-inventory-app_trpc-agent_qwen3-480b-35a-2_gemini,pantry-inventory-app,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,629.474923,2025-08-22T20:30:34.443530,false,902130,31378,122,627.3511755466461,dataset/openmodels
indonesian-inventory-app_trpc-agent_gpt-oss_gemini,indonesian-inventory-app,trpc-agent,gpt-oss,gemini,openmodels,false,false,1,false,1294.425159,2025-08-20T14:38:53.216066,false,1202169,49223,134,326.08383893966675,dataset/openmodels
pomodoro-study-timer_trpc-agent_gpt-oss-3_gemini,pomodoro-study-timer,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,414.927222,2025-08-22T22:12:40.851754,false,580726,29999,104,218.69935274124146,dataset/openmodels
birthday-wish-app_trpc-agent_qwen3-480b-35a-2_gemini,birthday-wish-app,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,432.716947,2025-08-22T21:36:38.614401,false,308844,13433,59,265.4934678077698,dataset/openmodels
teacher-question-bank_trpc-agent_qwen3-480b-35a_gemini,teacher-question-bank,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,false,0,true,509.311586,2025-08-20T13:52:19.680397,true,1080287,30119,128,513.9172728061676,dataset/openmodels
plumbing-business-landing-page_trpc-agent_qwen3-480b-35a-3_gemini,plumbing-business-landing-page,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,false,false,124,false,1500.096308,2025-08-22T21:13:02.056791,false,949635,30853,129,656.911682844162,dataset/openmodels
habit-tracker-app_trpc-agent_gpt-oss-2_gemini,habit-tracker-app,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,442.787332,2025-08-22T22:01:40.563166,false,1745583,72307,190,457.71316719055176,dataset/openmodels
wellness-score-tracker_trpc-agent_gpt-oss_gemini,wellness-score-tracker,trpc-agent,gpt-oss,gemini,openmodels,true,true,0,true,490.760781,2025-08-20T13:37:12.398687,false,511998,27183,81,191.58071398735046,dataset/openmodels
indonesian-inventory-app_trpc-agent_gpt-oss-2_gemini,indonesian-inventory-app,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,327.479629,2025-08-22T21:55:44.060788,false,370498,28322,63,176.98714804649353,dataset/openmodels
todo-list-with-mood_trpc-agent_gpt-oss-3_gemini,todo-list-with-mood,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,568.061562,2025-08-22T21:36:56.784986,false,1568992,57526,191,536.1966125965118,dataset/openmodels
bookmark-management-app_trpc-agent_qwen3-480b-35a-3_gemini,bookmark-management-app,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,894.094886,2025-08-22T21:27:28.716135,false,1755492,46664,198,1259.4541115760803,dataset/openmodels
home-lab-inventory_trpc-agent_gpt-oss-3_gemini,home-lab-inventory,trpc-agent,gpt-oss-3,gemini,openmodels,true,false,0,true,461.230688,2025-08-22T20:36:20.912777,true,1967178,50868,150,367.0963144302368,dataset/openmodels
pc-gaming-niche-site_trpc-agent_qwen3-480b-35a-2_gemini,pc-gaming-niche-site,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,831.941279,2025-08-22T21:47:35.273785,false,1175401,45007,103,698.1203327178955,dataset/openmodels
engineering-job-board_trpc-agent_gpt-oss-2_gemini,engineering-job-board,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,439.050942,2025-08-22T21:52:37.452846,true,1818853,75723,174,537.5716791152954,dataset/openmodels
bookmark-management-app_trpc-agent_gpt-oss-3_gemini,bookmark-management-app,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,480.182996,2025-08-22T21:21:02.251840,false,2686086,122884,290,903.658974647522,dataset/openmodels
car-maintenance-dashboard_trpc-agent_qwen3-480b-35a_gemini,car-maintenance-dashboard,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,893.679144,2025-08-20T13:34:58.004463,false,2192207,76951,230,1521.8810150623322,dataset/openmodels
cat-conspiracy-tracker_trpc-agent_qwen3-480b-35a-3_gemini,cat-conspiracy-tracker,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,644.293722,2025-08-22T22:22:21.486706,false,803804,33089,93,574.2068004608154,dataset/openmodels
indonesian-inventory-app_trpc-agent_qwen3-480b-35a_gemini,indonesian-inventory-app,trpc-agent,qwen3-480b-35a,gemini,openmodels,false,false,124,false,1500.076751,2025-08-20T14:40:49.969453,false,1138259,37597,150,909.8734636306763,dataset/openmodels
kanji-flashcards_trpc-agent_qwen3-480b-35a-3_gemini,kanji-flashcards,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,1169.409325,2025-08-22T21:17:03.745599,false,740556,29836,99,500.2740602493286,dataset/openmodels
gym-crm_trpc-agent_qwen3-480b-35a-3_gemini,gym-crm,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,false,0,true,924.959754,2025-08-22T21:33:24.190807,true,2107201,60279,172,1057.3020358085632,dataset/openmodels
book-library-manager_trpc-agent_qwen3-480b-35a_gemini,book-library-manager,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,440.836051,2025-08-20T13:33:38.214921,false,904770,21103,116,372.7165241241455,dataset/openmodels
todo-list-with-mood_trpc-agent_qwen3-480b-35a-3_gemini,todo-list-with-mood,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,442.35804,2025-08-22T21:33:43.327861,false,704642,24026,110,396.47283005714417,dataset/openmodels
habit-tracker-app_trpc-agent_qwen3-480b-35a_gemini,habit-tracker-app,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,1325.311404,2025-08-20T14:40:50.876977,false,757251,31185,117,668.5992991924286,dataset/openmodels
city-trip-advisor_trpc-agent_qwen3-480b-35a-3_gemini,city-trip-advisor,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,618.919254,2025-08-22T20:04:58.872826,false,356924,16348,50,356.2057433128357,dataset/openmodels
beer-counter-app_trpc-agent_qwen3-480b-35a_gemini,beer-counter-app,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,986.276003,2025-08-20T14:01:47.025470,false,1042653,37441,180,627.4590966701508,dataset/openmodels
tennis-enthusiast-platform_trpc-agent_qwen3-480b-35a-2_gemini,tennis-enthusiast-platform,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,609.310458,2025-08-22T21:47:06.099585,false,1050137,26645,110,497.3667459487915,dataset/openmodels
cat-conspiracy-tracker_trpc-agent_gpt-oss-2_gemini,cat-conspiracy-tracker,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,377.373406,2025-08-22T22:17:23.791805,true,1318539,46317,158,339.49986958503723,dataset/openmodels
gym-crm_trpc-agent_gpt-oss-3_gemini,gym-crm,trpc-agent,gpt-oss-3,gemini,openmodels,true,false,0,true,503.634896,2025-08-22T21:29:25.890740,true,1972850,86229,289,984.9522483348846,dataset/openmodels
plant-care-tracker_trpc-agent_qwen3-480b-35a-3_gemini,plant-care-tracker,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,637.5316,2025-08-22T19:56:09.256334,false,688593,20817,98,439.633540391922,dataset/openmodels
bookmark-management-app_trpc-agent_gpt-oss_gemini,bookmark-management-app,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,447.524209,2025-08-20T14:01:49.718839,true,2313152,77921,257,696.6286015510559,dataset/openmodels
roommate-chore-wheel_trpc-agent_gpt-oss-2_gemini,roommate-chore-wheel,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,138.144042,2025-08-22T19:47:49.863185,true,448239,19602,54,118.50634360313416,dataset/openmodels
city-trip-advisor_trpc-agent_qwen3-480b-35a_gemini,city-trip-advisor,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,704.242914,2025-08-20T13:31:48.584197,false,1087242,35176,125,675.4814260005951,dataset/openmodels
tennis-enthusiast-platform_trpc-agent_gpt-oss-2_gemini,tennis-enthusiast-platform,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,383.126516,2025-08-22T21:43:21.540778,false,432853,25726,81,244.19318270683289,dataset/openmodels
pomodoro-study-timer_trpc-agent_qwen3-480b-35a_gemini,pomodoro-study-timer,trpc-agent,qwen3-480b-35a,gemini,openmodels,false,false,1,false,479.050699,2025-08-20T14:37:35.175974,true,359665,8179,54,224.0713939666748,dataset/openmodels
recipe-sharing-platform_trpc-agent_gpt-oss-2_gemini,recipe-sharing-platform,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,471.580845,2025-08-22T22:05:45.920612,false,615294,46130,102,320.673157453537,dataset/openmodels
basic-inventory-system_trpc-agent_qwen3-480b-35a_gemini,basic-inventory-system,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,false,0,true,513.845214,2025-08-20T13:48:45.379509,true,1353260,33563,178,587.1192638874054,dataset/openmodels
recipe-sharing-platform_trpc-agent_gpt-oss_gemini,recipe-sharing-platform,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,772.087972,2025-08-20T14:41:47.152970,true,880908,36890,124,301.7861216068268,dataset/openmodels
basic-inventory-system_trpc-agent_gpt-oss_gemini,basic-inventory-system,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,225.642807,2025-08-20T13:44:56.913936,true,374351,13509,54,104.65836024284363,dataset/openmodels
beer-counter-app_trpc-agent_gpt-oss-3_gemini,beer-counter-app,trpc-agent,gpt-oss-3,gemini,openmodels,false,false,124,false,1500.041302,2025-08-22T21:08:36.513263,false,719021,37126,142,244.77089715003967,dataset/openmodels
cat-conspiracy-tracker_trpc-agent_qwen3-480b-35a_gemini,cat-conspiracy-tracker,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,456.522659,2025-08-20T14:46:14.498757,false,647897,19528,83,358.5615191459656,dataset/openmodels
beer-counter-app_trpc-agent_qwen3-480b-35a-2_gemini,beer-counter-app,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,false,false,124,false,1500.051964,2025-08-22T21:05:46.975619,false,591858,22362,102,455.81685090065,dataset/openmodels
recipe-sharing-platform_trpc-agent_qwen3-480b-35a-3_gemini,recipe-sharing-platform,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,661.451168,2025-08-22T22:12:30.764402,false,1180406,31022,127,569.224814414978,dataset/openmodels
kanji-flashcards_trpc-agent_gpt-oss-2_gemini,kanji-flashcards,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,1450.550533,2025-08-22T21:14:02.581156,false,1497931,57285,216,518.1839888095856,dataset/openmodels
pantry-inventory-app_trpc-agent_gpt-oss-2_gemini,pantry-inventory-app,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,291.702869,2025-08-22T20:25:10.313556,false,180693,12746,48,87.23111748695374,dataset/openmodels
engineering-job-board_trpc-agent_qwen3-480b-35a-2_gemini,engineering-job-board,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,392.304529,2025-08-22T21:50:16.576313,false,270866,10351,52,187.09077048301697,dataset/openmodels
pc-gaming-niche-site_trpc-agent_gpt-oss-3_gemini,pc-gaming-niche-site,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,425.644613,2025-08-22T21:43:44.263699,false,960604,38084,115,311.9338676929474,dataset/openmodels
todo-list-with-mood_trpc-agent_qwen3-480b-35a_gemini,todo-list-with-mood,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,763.126474,2025-08-20T14:14:32.850943,false,2193352,54520,236,1066.3384075164795,dataset/openmodels
birthday-wish-app_trpc-agent_qwen3-480b-35a_gemini,birthday-wish-app,trpc-agent,qwen3-480b-35a,gemini,openmodels,false,false,124,false,1500.169088,2025-08-20T14:28:55.010128,false,2622017,101405,286,2119.657238483429,dataset/openmodels
teacher-question-bank_trpc-agent_qwen3-480b-35a-2_gemini,teacher-question-bank,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,1201.584972,2025-08-22T20:57:34.331995,false,2058714,47498,210,1149.0191473960876,dataset/openmodels
car-maintenance-dashboard_trpc-agent_qwen3-480b-35a-2_gemini,car-maintenance-dashboard,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,false,0,true,742.263175,2025-08-22T20:00:12.128260,true,2497769,78594,254,1677.1970105171204,dataset/openmodels
indonesian-inventory-app_trpc-agent_qwen3-480b-35a-2_gemini,indonesian-inventory-app,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,553.759905,2025-08-22T21:57:54.334106,false,605948,33320,100,604.019049167633,dataset/openmodels
pantry-inventory-app_trpc-agent_qwen3-480b-35a_gemini,pantry-inventory-app,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,790.258116,2025-08-20T13:48:08.269805,false,1677868,52197,221,1192.0659475326538,dataset/openmodels
currency-converter_trpc-agent_qwen3-480b-35a-3_gemini,currency-converter,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,634.073984,2025-08-22T20:10:24.780432,false,446514,19758,65,295.8500351905823,dataset/openmodels
currency-converter_trpc-agent_gpt-oss-2_gemini,currency-converter,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,316.694864,2025-08-22T20:03:02.685195,false,254858,19651,55,123.55354881286621,dataset/openmodels
habit-tracker-app_trpc-agent_qwen3-480b-35a-3_gemini,habit-tracker-app,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,769.625064,2025-08-22T22:08:33.690868,false,1091849,44836,127,737.9236235618591,dataset/openmodels
currency-converter_trpc-agent_gpt-oss_gemini,currency-converter,trpc-agent,gpt-oss,gemini,openmodels,true,true,0,true,556.910457,2025-08-20T13:35:00.772157,false,1122416,51769,133,462.3301568031311,dataset/openmodels
pomodoro-study-timer_trpc-agent_gpt-oss_gemini,pomodoro-study-timer,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,430.705163,2025-08-20T14:44:46.925594,true,1151976,42971,178,429.1515083312988,dataset/openmodels
personal-expense-tracker_trpc-agent_qwen3-480b-35a-3_gemini,personal-expense-tracker,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,897.145986,2025-08-22T21:31:09.222572,false,2611905,71542,209,1168.2225131988525,dataset/openmodels
plumbing-business-landing-page_trpc-agent_gpt-oss-2_gemini,plumbing-business-landing-page,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,333.517733,2025-08-22T20:49:52.026771,false,385069,29975,68,172.7203266620636,dataset/openmodels
event-tracker_trpc-agent_qwen3-480b-35a-2_gemini,event-tracker,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,359.442339,2025-08-22T20:17:17.382448,false,384978,9744,66,215.59390664100647,dataset/openmodels
pastel-blue-notes-app_trpc-agent_gpt-oss_gemini,pastel-blue-notes-app,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,152.258222,2025-08-20T13:45:20.734281,true,382530,11192,53,93.62083053588867,dataset/openmodels
city-trip-advisor_trpc-agent_gpt-oss_gemini,city-trip-advisor,trpc-agent,gpt-oss,gemini,openmodels,true,true,0,true,226.454786,2025-08-20T13:23:50.785493,false,193913,12305,45,92.79473090171814,dataset/openmodels
plant-care-tracker_trpc-agent_gpt-oss-3_gemini,plant-care-tracker,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,548.233767,2025-08-22T19:54:39.950994,false,1250713,48419,152,341.9756815433502,dataset/openmodels
roommate-chore-wheel_trpc-agent_qwen3-480b-35a-3_gemini,roommate-chore-wheel,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,881.915007,2025-08-22T20:00:13.630204,false,1218380,54081,147,1080.0697956085205,dataset/openmodels
